"Day","Month","Year","Frequency"
"18","9","1942","3"
"21","11","1915","21"
"9","2","1936","7"
"19","6","1935","13"
"20","7","2004","45"
"7","4","1923","6"
"5","9","1936","3"
"15","2","1920","11"
"29","11","1939","6"
"2","10","1976","39"
"3","0","1902","1"
"8","11","2007","71"
"9","0","1936","7"
"13","0","2003","62"
"12","7","1923","6"
"7","0","1917","6"
"12","7","1960","8"
"17","7","1990","178"
"30","9","1998","20"
"25","7","1977","37"
"10","5","1941","5"
"6","4","1978","26"
"29","9","1971","19"
"10","10","1929","34"
"14","9","2012","10"
"20","7","1971","15"
"29","10","1959","11"
"1","2","1973","28"
"3","7","1966","8"
"9","3","1986","86"
"11","10","1985","108"
"6","10","1924","13"
"21","10","2008","61"
"21","11","1954","16"
"24","11","1993","144"
"20","4","1946","4"
"10","3","1995","116"
"12","9","1988","191"
"4","5","1993","102"
"5","4","1955","2"
"18","4","2004","55"
"10","10","1958","14"
"9","11","1998","22"
"31","4","1938","1"
"18","10","1948","7"
"21","9","1979","62"
"19","11","1926","23"
"17","10","1996","57"
"12","8","1959","4"
"29","6","1945","2"
"2","3","1919","11"
"14","4","1998","28"
"15","1","1914","11"
"15","8","1939","2"
"2","2","1909","1"
"18","10","1944","4"
"1","5","1914","10"
"10","7","1980","60"
"1","8","1967","8"
"11","5","1933","4"
"1","8","1992","130"
"7","6","1969","8"
"24","7","1968","9"
"4","6","2008","77"
"20","10","1969","26"
"16","1","2006","63"
"30","6","2000","33"
"17","7","1926","15"
"23","8","1986","120"
"3","1","1952","1"
"19","8","1917","6"
"10","11","1980","77"
"30","10","1968","19"
"22","9","1913","4"
"6","10","1969","9"
"19","0","1999","57"
"16","6","1992","128"
"27","6","1937","6"
"15","4","1999","28"
"2","0","2002","25"
"12","9","2006","107"
"25","2","1995","82"
"22","5","1913","5"
"5","11","1950","3"
"18","2","1922","11"
"26","0","1993","149"
"5","3","1958","4"
"6","1","1971","6"
"16","1","1973","25"
"26","9","1923","7"
"2","2","1939","5"
"15","1","1999","19"
"16","4","1973","8"
"1","7","1970","13"
"15","9","1956","5"
"25","9","2007","61"
"15","0","1940","6"
"24","5","2004","55"
"29","4","1966","6"
"16","11","1970","13"
"29","8","1914","4"
"3","0","1972","6"
"5","1","1951","2"
"20","11","1924","18"
"14","9","1950","4"
"3","5","1953","2"
"18","11","1996","69"
"1","8","2004","52"
"6","9","1926","10"
"27","7","1916","6"
"16","0","1932","24"
"22","5","2007","61"
"22","7","1919","7"
"13","5","1940","1"
"30","2","1984","4"
"6","6","1918","3"
"12","6","2005","70"
"28","7","1925","8"
"11","1","2008","65"
"17","2","1972","15"
"10","3","1969","13"
"22","11","2007","79"
"24","5","1985","123"
"23","3","1911","1"
"21","11","1963","5"
"26","6","1977","26"
"19","8","1968","11"
"27","5","2010","1"
"14","0","1952","6"
"16","0","1904","1"
"25","1","1913","9"
"6","1","1938","2"
"6","0","1919","11"
"30","6","2001","37"
"15","11","1983","109"
"26","11","1921","9"
"10","9","1982","75"
"7","11","1944","5"
"24","5","1994","106"
"23","9","1934","11"
"28","11","1954","2"
"28","8","1961","6"
"4","0","2001","35"
"26","5","1990","158"
"12","7","1947","2"
"21","2","1982","64"
"15","3","1934","14"
"6","3","2001","14"
"17","0","1989","195"
"23","11","2012","27"
"25","4","1909","1"
"30","11","2003","59"
"26","8","1975","36"
"6","5","1966","5"
"21","5","1919","4"
"25","5","1972","14"
"29","6","2007","70"
"15","10","1910","1"
"17","7","1937","3"
"1","5","1994","84"
"15","1","1950","48"
"22","3","1983","89"
"4","1","1919","4"
"15","7","1960","8"
"17","4","1955","1"
"10","1","1986","102"
"7","3","1965","4"
"14","9","1954","3"
"22","6","1929","22"
"27","4","1975","19"
"26","3","1945","3"
"21","3","1927","11"
"19","7","1997","41"
"23","7","1933","7"
"13","1","1928","14"
"9","6","1947","1"
"7","1","2000","34"
"23","10","1972","26"
"7","7","1908","1"
"19","9","1916","5"
"22","0","1928","25"
"31","9","1965","1"
"28","4","1963","7"
"18","8","2003","70"
"6","9","1981","68"
"4","4","1978","43"
"19","0","1937","10"
"24","0","1992","174"
"25","3","1947","1"
"30","2","1932","2"
"6","0","1964","4"
"22","11","1927","24"
"27","0","1944","3"
"17","6","2010","7"
"15","3","1933","18"
"1","2","1936","20"
"26","4","1967","4"
"7","5","2001","21"
"13","3","1931","15"
"17","5","1929","22"
"7","3","1994","56"
"14","10","1946","5"
"22","6","1941","2"
"29","0","1990","210"
"11","8","1919","6"
"20","7","1976","20"
"3","5","1980","40"
"11","5","1936","9"
"18","3","1968","7"
"5","11","1964","6"
"24","1","1935","8"
"11","3","1920","11"
"12","2","1933","9"
"11","4","1988","159"
"17","7","1988","147"
"22","5","2010","9"
"13","7","1958","1"
"13","4","1921","13"
"25","3","1992","130"
"31","7","1996","40"
"29","11","1994","107"
"24","10","1994","143"
"27","1","1952","1"
"6","5","1916","3"
"18","11","2002","51"
"18","9","1949","1"
"4","10","1989","144"
"19","9","1917","4"
"12","0","1926","17"
"30","3","1967","3"
"3","1","1998","23"
"19","10","1932","18"
"14","1","1995","86"
"22","4","1992","152"
"10","3","1952","4"
"16","11","2001","45"
"2","9","1913","1"
"16","1","1915","3"
"20","9","1955","7"
"19","3","1940","2"
"19","1","1991","141"
"22","5","1944","2"
"17","4","1994","80"
"13","5","1991","175"
"21","6","1999","24"
"2","10","1971","14"
"14","1","1912","1"
"9","9","1950","4"
"23","3","1935","7"
"16","9","1986","124"
"18","11","1940","3"
"6","1","1969","12"
"19","5","1911","1"
"26","11","1924","14"
"15","10","1971","20"
"1","11","1982","144"
"15","2","1984","96"
"22","10","1957","9"
"5","11","1927","16"
"30","11","1921","20"
"14","5","1966","9"
"30","5","1989","137"
"14","11","1996","70"
"22","10","1981","114"
"21","3","1952","4"
"3","4","1931","8"
"27","10","1945","4"
"9","6","1940","3"
"30","10","1991","221"
"30","3","1970","14"
"9","10","1965","9"
"11","3","1917","5"
"18","11","1918","12"
"6","5","1971","11"
"21","11","1993","129"
"13","10","1901","2"
"4","6","2002","39"
"7","6","1924","1"
"29","9","1939","3"
"28","11","1916","6"
"25","3","1940","7"
"27","8","1997","18"
"12","10","1920","7"
"29","5","1989","146"
"6","4","1986","74"
"27","11","1980","85"
"6","3","1914","6"
"16","3","1908","1"
"6","0","1992","128"
"21","10","1994","123"
"2","6","1964","8"
"12","4","2002","36"
"30","0","1980","73"
"18","1","1935","9"
"27","11","1927","41"
"22","4","1968","15"
"23","1","1968","8"
"1","6","2004","74"
"26","2","2010","6"
"3","6","1921","13"
"8","0","2010","14"
"22","0","1988","224"
"27","7","1957","4"
"2","2","2004","116"
"4","4","1957","2"
"15","0","2006","108"
"5","10","1984","91"
"21","10","1997","45"
"22","10","1953","11"
"20","10","1935","13"
"4","9","1926","6"
"18","6","2005","106"
"15","11","2000","34"
"2","2","1918","11"
"20","8","1982","70"
"13","0","1954","4"
"10","9","1980","58"
"9","8","1926","7"
"16","7","1932","6"
"30","6","1941","3"
"30","5","1947","1"
"25","11","1928","57"
"23","6","1997","29"
"20","8","1964","9"
"19","3","1980","72"
"23","11","2007","104"
"1","3","1972","18"
"14","2","1931","26"
"2","11","1963","7"
"25","6","1930","21"
"13","0","2001","67"
"11","6","2009","15"
"15","8","1952","5"
"1","6","1938","5"
"19","7","1994","124"
"27","10","1931","25"
"8","4","2005","55"
"8","11","1923","16"
"26","0","1953","9"
"11","2","1917","4"
"21","6","1985","128"
"25","8","1928","24"
"15","5","1972","20"
"2","2","1947","4"
"14","8","1977","18"
"27","8","1934","9"
"14","0","1997","88"
"11","0","1969","12"
"21","8","1973","23"
"30","9","2006","52"
"17","2","1967","7"
"21","9","2004","68"
"5","9","1981","39"
"31","11","1988","8"
"25","2","1976","24"
"10","11","1929","20"
"11","2","1974","26"
"8","6","1973","16"
"4","4","2000","19"
"4","1","1948","1"
"16","0","1936","14"
"7","1","1971","9"
"6","3","1931","11"
"10","10","1988","304"
"10","2","1971","18"
"6","11","1940","2"
"29","0","1917","12"
"19","7","1940","3"
"26","11","1969","12"
"23","1","1948","6"
"22","6","2005","42"
"31","6","1917","4"
"13","1","2008","41"
"28","11","1972","19"
"21","11","1976","50"
"21","0","1915","18"
"25","4","1950","2"
"16","9","1950","4"
"18","11","1970","16"
"11","10","1971","14"
"4","6","1999","23"
"3","1","2005","65"
"2","4","2001","18"
"5","4","1939","3"
"29","5","1978","30"
"7","6","1988","124"
"13","2","1939","5"
"11","0","1939","3"
"18","4","1929","9"
"20","8","1970","10"
"15","5","1945","1"
"12","7","1992","120"
"7","0","1965","6"
"29","7","1990","142"
"13","3","1956","3"
"31","4","1971","1"
"18","0","1983","84"
"16","4","1939","2"
"2","11","1949","3"
"19","11","1999","215"
"9","5","1958","6"
"4","10","1926","14"
"14","8","2012","15"
"9","11","1951","3"
"28","2","1964","5"
"24","6","1994","100"
"30","6","1983","81"
"26","1","1986","151"
"16","7","1931","10"
"16","8","1966","9"
"14","6","1946","3"
"20","5","1938","6"
"21","8","2001","22"
"1","2","2006","141"
"11","0","1948","5"
"12","9","1966","14"
"29","2","1988","126"
"30","11","1958","10"
"26","2","1958","4"
"3","9","1939","4"
"3","3","1971","17"
"2","9","1993","106"
"27","9","1934","9"
"22","10","1935","10"
"29","11","1949","4"
"3","1","1984","66"
"1","2","1950","5"
"28","3","2006","85"
"11","8","1953","1"
"23","1","1928","16"
"29","4","1959","4"
"13","1","1949","3"
"21","4","1926","10"
"28","5","1937","6"
"4","0","1986","121"
"23","2","1913","5"
"17","11","1914","4"
"21","10","1941","4"
"23","1","1975","28"
"27","9","2003","66"
"6","3","1966","5"
"2","3","1957","3"
"5","5","1961","4"
"13","8","1956","6"
"14","5","1985","100"
"10","11","2008","44"
"30","2","1964","1"
"30","2","1979","2"
"16","11","1941","1"
"2","8","1986","102"
"17","1","1924","12"
"4","9","1986","119"
"1","11","1973","35"
"25","0","2000","55"
"16","1","2008","62"
"10","3","1989","174"
"7","11","2003","33"
"30","9","1995","71"
"25","8","1976","28"
"18","2","1999","26"
"16","10","1983","78"
"26","2","1936","11"
"16","8","1934","5"
"29","11","1920","14"
"21","0","1953","6"
"15","11","1990","220"
"31","2","1965","4"
"4","5","1916","4"
"2","8","2001","32"
"21","10","1956","5"
"29","9","1935","7"
"7","11","1985","82"
"15","3","1985","109"
"6","3","1952","4"
"12","0","2003","99"
"25","8","1996","39"
"23","6","1988","159"
"28","4","2010","5"
"8","3","1985","73"
"29","11","1953","2"
"31","6","1913","6"
"29","9","1909","1"
"22","8","1936","4"
"20","1","1962","7"
"7","3","1958","4"
"27","8","1928","8"
"18","2","1957","5"
"19","10","1984","193"
"8","6","1939","3"
"18","10","1997","56"
"28","0","1998","32"
"24","9","1988","174"
"22","5","1918","7"
"28","0","1926","17"
"4","9","1965","5"
"5","7","1991","125"
"16","6","1998","17"
"26","0","1934","23"
"21","0","1967","21"
"24","1","1950","1"
"24","6","1925","8"
"26","0","1994","109"
"4","5","1989","142"
"3","5","1971","8"
"19","6","1944","4"
"1","2","1976","40"
"21","6","1970","17"
"25","2","1987","152"
"12","1","1935","7"
"27","8","1919","7"
"31","4","1942","2"
"12","8","2008","43"
"29","11","1977","52"
"12","0","1941","8"
"20","5","1994","91"
"5","6","1985","89"
"1","0","1988","148"
"3","11","1916","7"
"9","5","2002","39"
"8","2","1916","5"
"16","10","1906","1"
"16","6","1913","6"
"3","2","1982","99"
"11","6","1947","2"
"2","4","1995","58"
"20","6","1950","9"
"18","0","1950","6"
"8","5","1944","1"
"17","6","1929","18"
"14","1","1989","153"
"5","7","1932","3"
"21","2","1932","21"
"1","7","1934","6"
"12","11","1991","167"
"23","3","1976","21"
"10","4","1987","147"
"27","7","1961","6"
"18","5","1964","4"
"30","4","1953","2"
"27","8","1980","49"
"22","6","1958","6"
"18","6","1960","6"
"13","8","1972","18"
"29","4","2003","36"
"12","9","1946","5"
"21","1","2008","61"
"26","9","1983","92"
"20","8","1949","1"
"5","5","1935","7"
"9","11","1937","3"
"19","4","1928","20"
"17","7","1938","2"
"29","0","1965","9"
"4","6","1987","139"
"28","2","2005","60"
"28","0","1936","11"
"31","9","1934","1"
"1","10","1930","13"
"16","0","2005","78"
"22","11","1931","40"
"25","6","1994","83"
"7","11","1943","3"
"13","5","2011","6"
"16","4","1988","168"
"26","7","1994","73"
"21","2","1945","3"
"30","6","1915","4"
"26","3","1972","11"
"23","9","1969","7"
"7","4","2000","18"
"29","4","2000","47"
"8","5","1995","69"
"19","8","2000","44"
"23","7","1915","3"
"11","6","1922","10"
"5","9","1977","30"
"16","10","1936","13"
"2","4","1925","10"
"2","0","1972","13"
"25","11","1929","40"
"3","6","1917","10"
"5","11","1985","78"
"11","8","1939","3"
"31","9","1951","1"
"11","3","1967","12"
"25","9","1941","2"
"27","2","1947","2"
"28","0","1954","2"
"2","8","1934","6"
"16","9","1951","5"
"13","3","2007","73"
"23","11","1973","39"
"6","6","1996","70"
"15","10","1909","2"
"26","4","1963","7"
"24","4","1995","59"
"2","2","1903","1"
"18","0","1919","22"
"16","1","2002","19"
"26","5","1985","91"
"22","3","1967","8"
"25","7","1917","9"
"5","0","2012","5"
"27","9","1935","9"
"2","10","1986","129"
"27","7","1981","57"
"18","8","1967","5"
"1","8","1945","1"
"5","6","1916","5"
"22","9","1974","34"
"28","5","1987","150"
"18","1","1984","67"
"22","5","1943","2"
"28","9","1941","3"
"10","3","2010","8"
"4","4","1966","9"
"15","2","1970","14"
"5","11","2005","74"
"6","1","1963","4"
"21","9","1987","189"
"3","7","2003","37"
"1","0","1914","8"
"31","7","1991","145"
"10","9","1933","11"
"20","3","1966","12"
"6","10","1927","15"
"21","2","1992","128"
"21","6","1996","56"
"18","3","1993","111"
"18","8","1963","11"
"30","9","1931","11"
"7","7","1970","18"
"5","9","1937","5"
"29","4","1970","11"
"17","2","1903","2"
"5","2","1967","1"
"24","0","1943","9"
"11","5","1989","215"
"23","2","1946","5"
"3","6","2002","32"
"14","7","1935","10"
"9","6","1920","2"
"10","3","1983","90"
"5","3","1931","8"
"26","1","1992","109"
"1","8","1994","81"
"30","10","1927","17"
"12","5","1976","32"
"13","11","1926","22"
"25","4","2000","29"
"6","4","1971","7"
"7","3","1919","4"
"17","0","1952","8"
"25","11","2009","12"
"22","0","1965","10"
"15","1","1923","9"
"24","4","1982","75"
"16","3","1974","25"
"24","5","1939","3"
"18","7","1994","80"
"5","4","1970","10"
"12","0","2000","41"
"1","8","1934","12"
"22","11","1942","7"
"19","7","1925","9"
"20","7","1937","5"
"17","11","1935","10"
"20","6","1960","9"
"12","8","2002","63"
"16","9","2001","23"
"15","10","1952","3"
"5","4","1980","31"
"12","1","1983","79"
"1","4","2004","75"
"16","9","1984","75"
"12","11","1930","19"
"18","8","1916","14"
"12","1","1978","32"
"26","4","1938","11"
"1","5","1929","8"
"19","0","1995","186"
"29","0","1986","127"
"10","2","1949","6"
"4","4","1959","4"
"15","7","1913","3"
"12","1","1917","2"
"28","6","1983","90"
"23","4","1965","8"
"14","2","1914","19"
"10","0","1942","8"
"23","3","1945","4"
"18","2","1929","8"
"17","1","2006","63"
"9","1","1973","12"
"10","2","1945","7"
"22","4","1953","2"
"5","4","1997","25"
"1","6","1923","16"
"17","10","1967","17"
"11","10","1902","1"
"22","9","1956","6"
"18","7","1926","8"
"9","3","1927","2"
"16","0","1970","17"
"28","4","1914","4"
"21","9","1973","19"
"14","0","1913","1"
"14","2","1955","3"
"7","2","1986","83"
"5","5","1968","12"
"23","11","2001","56"
"6","7","1990","149"
"21","6","1960","5"
"6","2","1912","1"
"23","2","1920","5"
"15","0","1964","15"
"13","1","1982","52"
"12","1","1959","4"
"5","11","2003","30"
"28","8","1929","18"
"5","6","1997","25"
"2","5","2001","34"
"20","0","1922","15"
"2","10","2012","14"
"25","5","1963","6"
"17","2","1992","109"
"24","1","1982","50"
"25","7","1963","4"
"3","3","1928","6"
"29","0","1999","34"
"14","3","1941","3"
"14","2","1982","84"
"24","2","1994","108"
"1","2","1914","7"
"14","7","1972","13"
"20","3","1993","94"
"11","2","1936","9"
"5","11","1958","1"
"25","9","1998","28"
"1","0","2007","60"
"12","1","1993","137"
"24","8","1929","19"
"13","0","1997","76"
"23","3","2011","20"
"23","5","1924","14"
"24","4","1953","2"
"25","6","1997","29"
"10","10","1987","237"
"7","6","1978","29"
"7","4","1926","9"
"10","3","1980","56"
"1","6","1957","4"
"20","10","1931","22"
"15","6","2011","4"
"13","2","1973","16"
"27","2","1939","2"
"27","2","2006","65"
"19","6","2004","75"
"26","7","1970","9"
"10","11","2004","80"
"19","8","1960","8"
"17","7","1967","14"
"21","7","1918","3"
"20","9","1961","6"
"21","9","1995","64"
"16","7","1938","8"
"1","4","1937","6"
"18","3","1915","6"
"1","0","1993","119"
"16","0","1924","18"
"11","9","2008","25"
"1","8","2010","6"
"24","5","1981","62"
"7","1","1916","4"
"30","9","1951","4"
"21","8","1969","14"
"26","1","1930","22"
"25","11","1970","22"
"26","11","1947","2"
"20","6","1926","13"
"10","2","1961","5"
"29","5","1944","3"
"1","3","1985","86"
"31","2","1929","2"
"1","6","1977","53"
"3","5","1922","14"
"4","6","1913","9"
"21","1","1943","4"
"20","7","1927","26"
"30","0","2002","40"
"23","5","2002","30"
"4","7","1981","51"
"9","8","1973","13"
"11","11","1925","16"
"30","10","1933","15"
"3","4","2004","45"
"19","5","1954","3"
"16","5","1952","4"
"3","0","1980","42"
"13","9","1999","26"
"19","6","1985","152"
"21","9","1986","142"
"4","8","1965","7"
"13","9","1975","41"
"23","2","1995","67"
"18","5","1951","3"
"27","4","2004","35"
"9","6","1921","5"
"28","4","2007","87"
"16","8","2010","5"
"17","5","2005","68"
"18","0","1999","54"
"15","3","2002","49"
"25","1","1966","11"
"22","4","1938","4"
"14","10","1993","167"
"1","5","2009","50"
"8","2","1915","3"
"22","7","2003","47"
"12","0","1997","82"
"3","7","1925","9"
"8","7","1958","3"
"13","11","1947","2"
"7","11","1909","1"
"11","10","1926","7"
"16","4","1941","3"
"19","8","1977","57"
"18","2","1923","9"
"1","5","1927","9"
"8","11","1958","9"
"11","3","2011","16"
"10","2","1913","9"
"14","3","2006","106"
"24","2","1945","3"
"3","0","1916","10"
"25","9","1915","7"
"25","6","1975","18"
"30","3","1985","77"
"3","11","1925","15"
"30","9","1936","8"
"9","9","1924","5"
"12","8","1928","20"
"23","9","1994","121"
"22","3","1993","93"
"2","3","1999","29"
"24","4","1984","117"
"10","0","1934","20"
"15","11","1968","13"
"13","1","1936","9"
"25","4","1931","22"
"3","10","1990","138"
"1","5","1923","8"
"11","1","1924","8"
"28","1","1999","30"
"15","6","1921","10"
"7","1","1963","3"
"25","6","1945","1"
"20","8","2009","141"
"12","3","1975","27"
"21","6","1958","9"
"11","1","1937","3"
"1","8","1979","36"
"2","3","1920","8"
"18","2","2006","148"
"22","9","1997","29"
"7","6","1935","2"
"10","5","1936","6"
"3","2","1919","13"
"17","9","1965","5"
"2","9","1917","5"
"19","6","2003","36"
"5","8","1921","11"
"4","8","1977","31"
"19","3","1998","36"
"21","0","1914","23"
"14","11","1959","10"
"20","7","1924","14"
"8","7","1989","94"
"15","9","1985","98"
"15","3","1928","18"
"14","8","1990","171"
"8","11","1929","15"
"23","4","1928","18"
"6","6","2000","37"
"7","5","1982","55"
"24","9","1948","6"
"17","7","1950","3"
"14","7","1986","114"
"8","10","1935","6"
"10","7","1916","7"
"10","5","1964","11"
"10","4","1993","97"
"13","9","1925","13"
"19","9","1988","202"
"6","4","1956","3"
"1","7","1957","1"
"2","11","1913","5"
"7","3","1950","6"
"25","9","1924","14"
"31","2","1984","3"
"1","4","1989","267"
"26","8","1942","1"
"26","9","1928","15"
"29","0","1947","2"
"30","0","1999","203"
"10","7","1922","5"
"8","6","1937","4"
"12","5","1966","13"
"2","4","1965","5"
"2","3","1962","13"
"21","7","1930","16"
"19","4","1975","43"
"19","1","2003","41"
"28","9","1915","8"
"14","1","1934","10"
