"Word","G2","G2 Ranking","Relative Frequency Difference Ranking","Relative Frequency Difference","Relative frequency - BNC","Relative frequency - Passwords","Absolute frequency - BNC","Absolute frequency - Passwords"
"distinguish","-1314.2510555163178","8596","8505","-1.9835012E-5","1.9909243E-5","7.423052E-8","1993","3"
"testing","-1314.174697307959","8597","6542","-2.9632938E-5","3.4334204E-5","4.7012663E-6","3437","190"
"switched","-1313.8515244905548","8598","8328","-2.0505699E-5","2.072839E-5","2.2269155E-7","2075","9"
"nanda","1313.492492627254","8599","10686","1.3598478E-5","5.993751E-8","1.3658416E-5","6","552"
"reserve","-1313.3309538810583","8600","7368","-2.4921552E-5","2.6802058E-5","1.8805065E-6","2683","76"
"advise","-1312.995927136404","8601","8388","-2.0285466E-5","2.045867E-5","1.7320454E-7","2048","7"
"butters","1312.8273891984443","8602","10316","1.4448365E-5","1.997917E-7","1.4648156E-5","20","592"
"voters","-1312.687481759628","8603","8601","-1.9524874E-5","1.9549618E-5","2.4743507E-8","1957","1"
"pru","1312.4186172022935","8604","9472","1.6709708E-5","7.592085E-7","1.7468916E-5","76","706"
"priorities","-1312.2253083429491","8605","8514","-1.9805044E-5","1.9879275E-5","7.423052E-8","1990","3"
"enno","1312.0264824021967","8606","10907","1.3153555E-5","9.989585E-9","1.3163545E-5","1","532"
"incorporated","-1311.846052724486","8607","8440","-2.0045256E-5","2.0168973E-5","1.2371753E-7","2019","5"
"luce","1311.7535896643662","8608","7389","2.48239E-5","4.695105E-6","2.9519004E-5","470","1193"
"minerva","1311.4387805641215","8609","9340","1.7084703E-5","8.7908353E-7","1.7963786E-5","88","726"
"dice","1311.0968726507772","8610","7550","2.394819E-5","4.1356884E-6","2.808388E-5","414","1135"
"antonella","1311.0218343603192","8611","10696","1.3573735E-5","5.993751E-8","1.3633672E-5","6","551"
"lexis","1310.3400471113187","8612","9431","1.6818209E-5","7.991668E-7","1.7617376E-5","80","712"
"ignore","-1310.1921431744668","8613","7650","-2.345708E-5","2.4694255E-5","1.2371753E-6","2472","50"
"gesture","-1309.82612543253","8614","8450","-2.0015286E-5","2.0139003E-5","1.2371753E-7","2016","5"
"inspection","-1309.583406606401","8615","8567","-1.9629995E-5","1.9679483E-5","4.9487014E-8","1970","2"
"earned","-1308.4795195057886","8616","8455","-1.9995308E-5","2.0119025E-5","1.2371753E-7","2014","5"
"recovery","-1308.0856626927234","8617","6233","-3.1736436E-5","3.812026E-5","6.3838247E-6","3816","258"
"rain","1307.937861879936","8618","3526","6.4207445E-5","6.5102126E-5","1.2930957E-4","6517","5226"
"muffins","1307.632026073384","8619","9871","1.5613768E-5","4.695105E-7","1.6083279E-5","47","650"
"soco","1307.426241855468","8620","10402","1.4230898E-5","1.6982295E-7","1.4400721E-5","17","582"
"devan","1307.049409079312","8621","10927","1.3104069E-5","9.989585E-9","1.3114059E-5","1","530"
"johns","1306.3339666502457","8622","8229","2.0915186E-5","2.4674275E-6","2.3382614E-5","247","945"
"rede","1306.2382016478143","8623","10794","1.3371022E-5","3.995834E-8","1.34109805E-5","4","542"
"yorkie","1305.7907079363488","8624","10263","1.458161E-5","2.3975005E-7","1.482136E-5","24","599"
"reluctant","-1305.6103406544742","8625","8411","-2.0175581E-5","2.0348785E-5","1.7320454E-7","2037","7"
"jacki","1305.4647473942132","8626","10211","1.4724846E-5","2.697188E-7","1.49945645E-5","27","606"
"mortgage","-1305.2571362413328","8627","7142","-2.6161948E-5","2.8760016E-5","2.5980682E-6","2879","105"
"guo","1304.4675395156762","8628","10374","1.4309892E-5","1.8980212E-7","1.4499695E-5","19","586"
"washed","-1303.482002112679","8629","8244","-2.0821522E-5","2.116793E-5","3.4640908E-7","2119","14"
"anima","1303.468624542582","8630","10471","1.4077672E-5","1.4984379E-7","1.4227516E-5","15","575"
"christa","1303.3770425585415","8631","10279","1.45568665E-5","2.3975005E-7","1.4796617E-5","24","598"
"visual","-1303.3379477530113","8632","6575","-2.9443137E-5","3.4144403E-5","4.7012663E-6","3418","190"
"petra","1303.2635154620348","8633","9428","1.6837728E-5","8.2913556E-7","1.7666864E-5","83","714"
"veer","1303.0540760877047","8634","9688","1.6092501E-5","6.093647E-7","1.6701866E-5","61","675"
"economics","-1302.276416822361","8635","7145","-2.6157184E-5","2.8779996E-5","2.6228117E-6","2881","106"
"penn","1301.5717020277984","8636","8441","2.0042862E-5","2.0778336E-6","2.2120696E-5","208","894"
"naga","1301.5133990672523","8637","10131","1.4961831E-5","3.296563E-7","1.5291487E-5","33","618"
"bete","1301.1395937104185","8638","10741","1.3474761E-5","5.993751E-8","1.3534698E-5","6","547"
"bung","1301.1277565353078","8639","9246","1.733598E-5","9.989585E-7","1.8334938E-5","100","741"
"pokey","1301.0364393205568","8640","10409","1.4220908E-5","1.7981253E-7","1.4400721E-5","18","582"
"heil","1300.825257695749","8641","9967","1.5381547E-5","4.2955216E-7","1.58111E-5","43","639"
"edin","1300.7774744634266","8642","10865","1.323255E-5","2.9968756E-8","1.3262519E-5","3","536"
"flexibility","-1300.7463327554353","8643","8564","-1.9635221E-5","1.9709452E-5","7.423052E-8","1973","3"
"kendrick","1300.5870030788406","8644","9884","1.5579035E-5","4.795001E-7","1.6058535E-5","48","649"
"reliable","-1300.2196421218405","8645","8016","-2.1808492E-5","2.2476566E-5","6.680747E-7","2250","27"
"pert","1300.0788707478084","8646","9111","1.7755236E-5","1.1488023E-6","1.8904038E-5","115","764"
"publications","-1299.9982732802737","8647","8531","-1.975033E-5","1.9849305E-5","9.897403E-8","1987","4"
"shortcake","1299.7873679871727","8648","10788","1.3385777E-5","4.9947925E-8","1.3435724E-5","5","543"
"sexual","-1299.7289176860886","8649","4674","-4.6090805E-5","6.9028036E-5","2.293723E-5","6910","927"
"burden","-1299.6526213000457","8650","7392","-2.4802137E-5","2.673213E-5","1.9299935E-6","2676","78"
"sugarplum","1299.5838524618507","8651","10950","1.3029838E-5","9.989585E-9","1.30398275E-5","1","527"
"salma","1299.5838524618507","8652","10951","1.3029838E-5","9.989585E-9","1.30398275E-5","1","527"
"alfred","1299.439091572289","8653","6021","3.333123E-5","1.2147336E-5","4.5478566E-5","1216","1838"
"slash","1299.0526943114655","8654","8140","2.127927E-5","2.697188E-6","2.3976458E-5","270","969"
"dup","1298.9600684327074","8655","7802","2.2731763E-5","3.4963548E-6","2.6228117E-5","350","1060"
"cinder","1298.7754421663146","8656","9996","1.527781E-5","4.09573E-7","1.5687383E-5","41","634"
"ltd","-1298.400594933087","8657","5443","-3.8022787E-5","5.061723E-5","1.2594444E-5","5067","509"
"fabulous","1298.2603634516108","8658","6864","2.7698148E-5","6.942762E-6","3.464091E-5","695","1400"
"myles","1298.1303135430271","8659","8890","1.8504765E-5","1.4385002E-6","1.9943265E-5","144","806"
"rough","-1297.9193489938452","8660","6496","-3.0027142E-5","3.522328E-5","5.1961365E-6","3526","210"
"arbo","1297.8607863712978","8661","10720","1.3514257E-5","6.99271E-8","1.3584185E-5","7","549"
"hut","1297.5256047983976","8662","6017","3.337503E-5","1.2227252E-5","4.5602283E-5","1224","1843"
"oden","1297.3134171427907","8663","10798","1.3361033E-5","4.9947925E-8","1.34109805E-5","5","542"
"khat","1297.182576675343","8664","10400","1.4235662E-5","1.8980212E-7","1.44254645E-5","19","583"
"avian","1295.925009357584","8665","9954","1.5411057E-5","4.4953134E-7","1.5860587E-5","45","641"
"jamb","1294.873563712531","8666","10169","1.4848103E-5","3.1966673E-7","1.516777E-5","32","613"
"edna","1294.7755680468995","8667","7953","2.2081667E-5","3.156709E-6","2.5238376E-5","316","1020"
"chomp","1294.7544717884814","8668","10412","1.4210918E-5","1.8980212E-7","1.4400721E-5","19","582"
"biological","-1294.6044383819826","8669","8551","-1.9670415E-5","1.976939E-5","9.897403E-8","1979","4"
"criminal","-1294.3152399579953","8670","5422","-3.8205362E-5","5.109673E-5","1.2891367E-5","5115","521"
"zippy","1293.723675777913","8671","10312","1.4457893E-5","2.3975005E-7","1.4697643E-5","24","594"
"roan","1293.5685085366276","8672","9965","1.5386313E-5","4.4953134E-7","1.5835843E-5","45","640"
"york","1293.5416341126652","8673","2992","7.637566E-5","9.895683E-5","1.7533249E-4","9906","7086"
"gibson","1293.3168912907756","8674","6327","3.1197444E-5","1.009947E-5","4.1296913E-5","1011","1669"
"escaped","-1292.8575148575715","8675","8386","-2.0291152E-5","2.0538588E-5","2.4743505E-7","2056","10"
"delia","1292.8244033754868","8676","8230","2.09095E-5","2.5473441E-6","2.3456843E-5","255","948"
"meta","1292.6635220338428","8677","10238","1.46406255E-5","2.797084E-7","1.4920334E-5","28","603"
"hock","1291.885738878946","8678","9833","1.5717045E-5","5.394376E-7","1.6256483E-5","54","657"
"orang","1291.8752383485576","8679","10041","1.51640825E-5","3.995834E-7","1.5563666E-5","40","629"
"scenes","-1291.5597623914014","8680","8341","-2.0461435E-5","2.0758358E-5","2.9692208E-7","2078","12"
"substance","-1291.4889984169904","8681","8115","-2.1378019E-5","2.1947119E-5","5.691006E-7","2197","23"
"sonya","1291.2403298550805","8682","9904","1.551956E-5","4.8948965E-7","1.600905E-5","49","647"
"freshman","1290.6590961539412","8683","10198","1.4759118E-5","3.0967715E-7","1.5068796E-5","31","609"
"controlling","-1290.6181940057425","8684","8611","-1.9485376E-5","1.9559608E-5","7.423052E-8","1958","3"
"laurie","1290.5841994325388","8685","8525","1.9781133E-5","2.0178961E-6","2.179903E-5","202","881"
"moke","1289.9240344748598","8686","10724","1.3504268E-5","7.991668E-8","1.3584185E-5","8","549"
"acquire","-1289.7452913129407","8687","8508","-1.983071E-5","1.997917E-5","1.4846104E-7","2000","6"
"martins","1289.5676376569131","8688","9210","1.7468765E-5","1.0888648E-6","1.855763E-5","109","750"
"ehi","1288.8957141249277","8689","10888","1.3197818E-5","3.995834E-8","1.3237776E-5","4","535"
"guam","1288.484797815763","8690","9772","1.5865045E-5","5.8938554E-7","1.645443E-5","59","665"
"solutions","-1287.9124715328733","8691","7553","-2.3945031E-5","2.555336E-5","1.6083279E-6","2558","65"
"geno","1287.0455545975944","8692","10683","1.3608006E-5","9.989585E-8","1.3707902E-5","10","554"
"ibm","-1286.6576433107427","8693","5615","-3.650145E-5","4.771026E-5","1.1208808E-5","4776","453"
"jakarta","1286.6404568319754","8694","9124","1.7715278E-5","1.1887606E-6","1.8904038E-5","119","764"
"lall","1286.4183260594257","8695","10901","1.3173074E-5","3.995834E-8","1.3213033E-5","4","534"
"duncan","1286.303261261487","8696","5760","3.541092E-5","1.46946795E-5","5.0105602E-5","1471","2025"
"navid","1285.8910304010803","8697","10936","1.308409E-5","2.9968756E-8","1.3114059E-5","3","530"
"aux","1285.066727051771","8698","9289","1.7217026E-5","1.0189377E-6","1.8235964E-5","102","737"
"ruled","-1284.907339961941","8699","7743","-2.3002323E-5","2.4214754E-5","1.2124318E-6","2424","49"
"georgina","1284.9043002853616","8700","7868","2.2430535E-5","3.4264278E-6","2.5856963E-5","343","1045"
"mounted","-1284.7986185713366","8701","8495","-1.9865904E-5","2.0039108E-5","1.7320454E-7","2006","7"
"picking","-1283.990491267754","8702","8265","-2.0702108E-5","2.1098003E-5","3.958961E-7","2112","16"
"swat","1283.909023083369","8703","10164","1.4867621E-5","3.4963549E-7","1.5217256E-5","35","615"
"stores","-1283.888295014656","8704","7766","-2.292717E-5","2.411486E-5","1.1876883E-6","2414","48"
"madel","1283.8472055394482","8705","10831","1.3301556E-5","5.993751E-8","1.3361493E-5","6","540"
"correctly","-1283.566742454871","8706","8716","-1.9095323E-5","1.9120067E-5","2.4743507E-8","1914","1"
"nod","1283.28525020285","8707","6717","2.8477338E-5","7.771897E-6","3.6249236E-5","778","1465"
"desmond","1283.118644229302","8708","7526","2.4073908E-5","4.455355E-6","2.8529263E-5","446","1153"
"sane","1283.0988429986182","8709","8046","2.166241E-5","3.0068652E-6","2.4669276E-5","301","997"
"swimming","1283.0380883989505","8710","4779","4.4797816E-5","2.7651173E-5","7.244899E-5","2768","2928"
"carrot","1282.4444684386758","8711","7731","2.307018E-5","3.8260114E-6","2.6896192E-5","383","1087"
"arrest","-1281.7406972919164","8712","8102","-2.1453632E-5","2.2096963E-5","6.433312E-7","2212","26"
"deco","1281.5798213503726","8713","9406","1.6911037E-5","9.2903144E-7","1.7840068E-5","93","721"
"pent","1281.3363514987896","8714","10404","1.4230436E-5","2.1977088E-7","1.4450207E-5","22","584"
"recognize","-1280.6747544861794","8715","8278","-2.065216E-5","2.1048056E-5","3.958961E-7","2107","16"
"trang","1279.6760197641108","8716","11044","1.283189E-5","9.989585E-9","1.284188E-5","1","519"
"tenants","-1279.0978934994346","8717","8622","-1.9440655E-5","1.953963E-5","9.897403E-8","1956","4"
"saman","1279.0651512350698","8718","10578","1.3830238E-5","1.4984379E-7","1.3980081E-5","15","565"
"marquis","1278.8938439125536","8719","8056","2.1627679E-5","3.0168546E-6","2.4644532E-5","302","996"
"lsi","1278.2913369455423","8720","9376","1.6994796E-5","9.689898E-7","1.7963786E-5","97","726"
"bertha","1278.2191746746662","8721","8520","1.9785437E-5","2.0878233E-6","2.187326E-5","209","884"
"cheater","1277.6078624553313","8722","10790","1.3380551E-5","7.991668E-8","1.3460467E-5","8","544"
"ranch","1277.5666717203123","8723","9015","1.806507E-5","1.3585836E-6","1.9423653E-5","136","785"
"moscow","-1277.4183280538641","8724","7016","-2.687766E-5","3.0168547E-5","3.2908863E-6","3020","133"
"surplus","-1277.3975362775252","8725","8324","-2.051707E-5","2.0888223E-5","3.711526E-7","2091","15"
"maso","1277.1875737289604","8726","11057","1.2807146E-5","9.989585E-9","1.2817136E-5","1","518"
"posit","1277.0650319811864","8727","9989","1.5292104E-5","4.695105E-7","1.5761614E-5","47","637"
"dozen","-1276.9761444330209","8728","7351","-2.5014682E-5","2.7241598E-5","2.2269155E-6","2727","90"
"cheesy","1276.9028044095417","8729","10268","1.457116E-5","2.9968757E-7","1.4870848E-5","30","601"
"knees","-1276.876821787809","8730","7534","-2.4031095E-5","2.576314E-5","1.7320455E-6","2579","70"
"curt","1276.53109308709","8731","8797","1.8819363E-5","1.6682608E-6","2.0487623E-5","167","828"
"lacy","1276.53109308709","8732","8798","1.8819363E-5","1.6682608E-6","2.0487623E-5","167","828"
"surveys","-1276.4012150458161","8733","8635","-1.9400695E-5","1.949967E-5","9.897403E-8","1952","4"
"shocked","-1276.1063841533069","8734","8418","-2.0136544E-5","2.0408723E-5","2.7217857E-7","2043","11"
"swept","-1276.0696226927118","8735","8332","-2.0497091E-5","2.0868243E-5","3.711526E-7","2089","15"
"rang","1275.5057374508615","8736","4834","4.420043E-5","2.696189E-5","7.116232E-5","2699","2876"
"budweiser","1275.1154002497663","8737","10099","1.5030375E-5","4.09573E-7","1.5439948E-5","41","624"
"apache","1274.8403435876187","8738","9076","1.7877572E-5","1.2986461E-6","1.9176217E-5","130","775"
"ruthie","1274.7736422280082","8739","10050","1.5148867E-5","4.3954176E-7","1.5588408E-5","44","630"
"bander","1274.6991351331374","8740","11070","1.2782403E-5","9.989585E-9","1.2792393E-5","1","517"
"oranges","1274.3160126089597","8741","7734","2.3044975E-5","3.875959E-6","2.6920934E-5","388","1088"
"hunk","1273.907568122559","8742","9561","1.6422313E-5","7.991668E-7","1.722148E-5","80","696"
"downstairs","-1273.068506699132","8743","8717","-1.9090558E-5","1.9140045E-5","4.9487014E-8","1916","2"
"geronimo","1273.029162333592","8744","10665","1.36522685E-5","1.298646E-7","1.37821335E-5","13","557"
"accidents","-1272.9395194137269","8745","8584","-1.958097E-5","1.972943E-5","1.4846104E-7","1975","6"
"jens","1272.9064611740973","8746","10515","1.3988227E-5","1.8980212E-7","1.4178029E-5","19","573"
"makeup","1272.708927352603","8747","8715","1.9100147E-5","1.8081149E-6","2.0908263E-5","181","845"
"edgardo","1272.57578456803","8748","10923","1.3113598E-5","4.9947925E-8","1.3163545E-5","5","532"
"restored","-1272.5575374539278","8749","8254","-2.0777721E-5","2.1247848E-5","4.7012662E-7","2127","19"
"dracula","1272.3487669905937","8750","9195","1.752732E-5","1.1787711E-6","1.870609E-5","118","756"
"nain","1272.3075922364042","8751","10752","1.3459546E-5","9.989585E-8","1.3559442E-5","10","548"
"bote","1272.2107040054211","8752","11085","1.27576595E-5","9.989585E-9","1.2767649E-5","1","516"
"imagined","-1272.0541678498807","8753","8762","-1.8925499E-5","1.8950243E-5","2.4743507E-8","1897","1"
"describing","-1272.0541678498807","8754","8763","-1.8925499E-5","1.8950243E-5","2.4743507E-8","1897","1"
"assumption","-1271.9722325806604","8755","6934","-2.7295226E-5","3.0907777E-5","3.6125518E-6","3094","146"
"mink","1270.884563706715","8756","8242","2.0834346E-5","2.64724E-6","2.3481587E-5","265","949"
"ilya","1270.360562229898","8757","10313","1.4457432E-5","2.8969797E-7","1.474713E-5","29","596"
"elke","1270.191428184199","8758","10700","1.3563284E-5","1.1987503E-7","1.3683159E-5","12","553"
"chapters","-1270.031024764237","8759","8562","-1.9646133E-5","1.9819337E-5","1.7320454E-7","1984","7"
"landen","1269.7222803747575","8760","11091","1.2732916E-5","9.989585E-9","1.2742906E-5","1","515"
"roel","1268.6503266273012","8761","10173","1.4837652E-5","3.7960424E-7","1.5217256E-5","38","615"
"wrangler","1268.0941152822747","8762","10246","1.4615422E-5","3.296563E-7","1.4945078E-5","33","604"
"passwords","1268.0183000560298","8763","9977","1.535112E-5","5.0946886E-7","1.5860587E-5","51","641"
"paredes","1267.4767410432178","8764","10806","1.3345818E-5","8.9906266E-8","1.3435724E-5","9","543"
"gyn","1267.2338642702614","8765","11105","1.2708172E-5","9.989585E-9","1.2718162E-5","1","514"
"mangos","1267.2338642702614","8766","11106","1.2708172E-5","9.989585E-9","1.2718162E-5","1","514"
"hett","1266.5568118362155","8767","10918","1.3128351E-5","5.993751E-8","1.3188289E-5","6","533"
"securities","-1266.312105951566","8768","8710","-1.9125751E-5","1.9199982E-5","7.423052E-8","1922","3"
"devoted","-1266.0941371719423","8769","7616","-2.365057E-5","2.528364E-5","1.6330714E-6","2531","66"
"babs","1266.0358529250407","8770","9709","1.6042093E-5","7.092606E-7","1.6751354E-5","71","677"
"visitor","-1266.0264193598186","8771","8154","-2.1213882E-5","2.1857213E-5","6.433312E-7","2188","26"
"struggling","-1265.9593402220858","8772","8794","-1.8835593E-5","1.8860337E-5","2.4743507E-8","1888","1"
"allocated","-1265.9593402220858","8773","8795","-1.8835593E-5","1.8860337E-5","2.4743507E-8","1888","1"
"conviction","-1265.8386321204262","8774","8416","-2.0166974E-5","2.048864E-5","3.216656E-7","2051","13"
"pensions","-1265.6306697826967","8775","8751","-1.8980672E-5","1.903016E-5","4.9487014E-8","1905","2"
